dv,logdv,period,model,restriction,endogenous,instrumented,latestart,weights,decadal_dv,decadal_shock,dropoutliers,dropsmallczs,prefmods,i
D.officers,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,365
D.officers_all,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,366
D.officers_all,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,367
D.pcrt_fs,FALSE,stacked,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,368
D.pcrt_fs,FALSE,stacked,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,369
D.policespend,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,370
D.policespend,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,371
D.policespend_d,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,372
D.policespend_d,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,373
D.property_crt,FALSE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,374
D.property_crt,FALSE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,375
D.rape_crt,FALSE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,376
D.rape_crt,FALSE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,377
D.rev,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,378
D.rev,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,379
D.robbery_crt,FALSE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,380
D.robbery_crt,FALSE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,381
D.spend,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,382
D.spend,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,383
D.spend_d,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,384
D.spend_d,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,385
D.vcrt_fs,FALSE,stacked,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,386
D.vcrt_fs,FALSE,stacked,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,387
D.violent_crt,FALSE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,388
D.violent_crt,FALSE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,389
D.welfspend,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,390
D.welfspend,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,391
D.welfspend_d,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,392
D.welfspend_d,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,393
D.agasslt_crt,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,394
D.agasslt_crt,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,395
D.arson_crt,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,396
D.arson_crt,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,397
D.burglry_crt,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,398
D.burglry_crt,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,399
D.murder_crt,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,400
D.murder_crt,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,401
D.mvtheft_crt,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,402
D.mvtheft_crt,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,403
D.pcrt_fs,TRUE,stacked,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,404
D.pcrt_fs,TRUE,stacked,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,405
D.property_crt,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,406
D.property_crt,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,407
D.rape_crt,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,408
D.rape_crt,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,409
D.robbery_crt,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,410
D.robbery_crt,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,411
D.vcrt_fs,TRUE,stacked,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,412
D.vcrt_fs,TRUE,stacked,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,413
D.violent_crt,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,414
D.violent_crt,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,415
D.agasslt_crt,TRUE,stacked,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,416
D.agasslt_crt,TRUE,stacked,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,417
D.arson_crt,TRUE,stacked,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,418
D.arson_crt,TRUE,stacked,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,419
D.burglry_crt,TRUE,stacked,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,420
D.burglry_crt,TRUE,stacked,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,421
D.murder_crt,TRUE,stacked,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,422
D.murder_crt,TRUE,stacked,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,423
D.mvtheft_crt,TRUE,stacked,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,424
D.mvtheft_crt,TRUE,stacked,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,425
D.property_crt,TRUE,stacked,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,426
D.property_crt,TRUE,stacked,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,427
D.rape_crt,TRUE,stacked,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,428
D.rape_crt,TRUE,stacked,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,429
D.robbery_crt,TRUE,stacked,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,430
D.robbery_crt,TRUE,stacked,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,431
D.violent_crt,TRUE,stacked,preferred,unrestricted,emptopop_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,432
D.violent_crt,TRUE,stacked,preferred,unrestricted,emptopopc_china,instrumented,latestart,yes,yes,yes,no,no,FALSE,433
D.pcrt_fs,FALSE,stacked,preferred,unrestricted,china_alt,instrumented,samestart,yes,yes,yes,no,no,FALSE,434
D.vcrt_fs,FALSE,stacked,preferred,unrestricted,china_alt,instrumented,samestart,yes,yes,yes,no,no,FALSE,435
D.pcrt_fs,TRUE,stacked,preferred,unrestricted,china_alt,instrumented,samestart,yes,yes,yes,no,no,FALSE,436
D.vcrt_fs,TRUE,stacked,preferred,unrestricted,china_alt,instrumented,samestart,yes,yes,yes,no,no,FALSE,437
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,438
D.incRate_corrected_estimated_25,TRUE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,439
D.healthspend,FALSE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,440
D.healthspend,FALSE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,441
D.healthspend_d,FALSE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,442
D.healthspend_d,FALSE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,443
D.welfspend,FALSE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,444
D.welfspend,FALSE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,445
D.welfspend_d,FALSE,stacked.alt,preferred,unrestricted,emptopop_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,446
D.welfspend_d,FALSE,stacked.alt,preferred,unrestricted,emptopopc_china,instrumented,samestart,yes,yes,yes,no,no,FALSE,447
